filter,chip,n_images,n_photometric_images,n_stars_total,n_stars_used,mode,rms_mag,collapse_rms_mag,zp_median,zp_std,poly_c0,poly_c1,poly_c2,poly_c3
i,SW_G,141,125,196750,846250,multi-color,0.01362844095876146,0.008845410978905364,26.74029851821962,0.6599786561409707,-0.5998728608156493,1.2200730980295342,-0.36042480214234934,0.046285152842124325
