filter,chip,n_images,n_photometric_images,n_stars_total,n_stars_used,mode,rms_mag,collapse_rms_mag,zp_median,zp_std,poly_c0,poly_c1,poly_c2,poly_c3
i,NE_F,214,202,320617,1165870,multi-color,0.012892616159669065,0.008884818634055621,26.704067569483666,0.42257705350141683,-0.5787954600342954,1.1836215323819355,-0.344993410731402,0.044217890923503284
