filter,chip,n_images,n_photometric_images,n_stars_total,n_stars_used,mode,rms_mag,collapse_rms_mag,zp_median,zp_std,poly_c0,poly_c1,poly_c2,poly_c3
g,SE_C,204,182,236129,805729,multi-color,0.010695838751986911,0.002308321344419499,26.728204247965287,0.6435817702084967,0.3634638260413679,-0.8627190928871395,-0.020064141919738095,0.0074585300046188735
