filter,chip,n_images,n_photometric_images,n_stars_total,n_stars_used,mode,rms_mag,collapse_rms_mag,zp_median,zp_std,poly_c0,poly_c1,poly_c2,poly_c3
z,NW_C,223,208,273576,1106073,multi-color,0.013135847925563616,0.006278973350780204,26.244875126627623,0.512812125595693,-0.6621396277410565,1.2902852491571732,-0.26419448975716653,0.03439309420113264
